reactant_a,reactant_b,combination_type,primary_product_formula,primary_product_name,balanced_equation,state_at_stp,conditions,facts,common_misconception,confidence
Tl,Md,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,No,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Lr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Rf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Db,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Sg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Bh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Hs,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Mt,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Ds,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Rg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Cn,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Nh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Fl,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Mc,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Lv,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Ts,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Tl,Og,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Oganesson is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Pb,Bi,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Po,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,At,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Rn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Pb,Fr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Ra,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Ac,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Th,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Pa,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,U,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Np,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Pu,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Am,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Cm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Bk,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Cf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Es,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Fm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Md,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,No,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Lr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Rf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Db,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Sg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Bh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Hs,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Mt,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Ds,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Rg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Cn,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Nh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Fl,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Mc,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Lv,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Ts,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Pb,Og,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Oganesson is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Bi,Po,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,At,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Rn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Bi,Fr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Ra,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Ac,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Th,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Pa,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,U,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Np,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Pu,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Am,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Cm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Bk,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Cf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Es,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Fm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Md,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,No,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Lr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Rf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Db,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Sg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Bh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Hs,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Mt,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Ds,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Rg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Cn,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Nh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Fl,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Mc,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Lv,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Ts,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Bi,Og,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Oganesson is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Po,At,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Rn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Po,Fr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Ra,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Ac,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Th,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Pa,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,U,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Np,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Pu,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Am,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Cm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Bk,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Cf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Es,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Fm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Md,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,No,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Lr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Rf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Db,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Sg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Bh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Hs,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Mt,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Ds,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Rg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Cn,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Nh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Fl,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Mc,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Lv,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Ts,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
Po,Og,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Oganesson is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
At,Rn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
At,Fr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Ra,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Ac,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Th,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Pa,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,U,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Np,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Pu,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Am,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Cm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Bk,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Cf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Es,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Fm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Md,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,No,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Lr,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Rf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Db,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
